Number,Tweets,Class
419,Bu elbistan ın yollarının halıı nolucu ola bugün bi cukara düştüm arabanın içinde 3.1 şiddetinde deprem oldu mk,0.0
420,"Kahramanmaraş,ın Elbistan ilçesinden Deprem nedeni ile gönderilen yardım kolilerinin içinden çıkan yavrularimizin ;Gözlerimizi dolduran bizim çoçuklarimiz olmalarindan şeref duymamızı sağlayan altin kalplilerin duygu dolu temenni ve dilekleri.iyiki varsınız.",0.0
421,"Kahramanmaraş’ın Elbistan ilçesinde 1.7 büyüklüğünde deprem meydana geldi.  Afet ve Acil Durum Yönetimi Başkanlığı Deprem Dairesi Başkanlığı (AFAD) verilerine göre, saat 16.19’da Elbistan ilçesinde yerin 7 kilometre derinliğinde 1.7 şiddetinde deprem meydana geldi.",0.0
422,"Konum elbistan. Deprem oldu mu? Maraşlı hemşolarım, paranoya oldum sanırım",0.0
423,Elbistan deprem bölgesi. Bu yönde nasıl bir kat sınırlaması var. Bilgi verir misiniz. Kaç kata kadar yapılabiliyor. Ayrıca bu yönetmelikte kat sayısının artması söz konusu oyle anlıyorum. Bununla mı övünüyoruz,0.0
424,SON DAKİKA: Muğla'nın Marmaris ilçesi açıklarında 4.4 büyüklüğünde deprem meydana geldi.,0.0
425,"Kızılay Balıkesir Merkez, Bandırma, Edremit, Gönen Şubeleri ile Gençlik ve Kadın kolları Düzce’de meydana gelen deprem dolayısıyla topladıkları bağışları teslim ettiler.   Teşekkürler 🙏👏",0.0
426,"Gelecek Partisi İstanbul İl Başkanlığı’nda “Sistemik Deprem ve Yeni Dünya Düzeni Arayışları: 21. Yüzyıla Bakış” adlı ilk semineri düzenledik.  Darısı, yeni seminerlere…   @umityardim1961   @ibrahimmturhan2   @fovundur ",0.0
427,Deprem Marmaris’te değil. Karpathos adasının doğusunda ama böyle yazılsa tıklanmaz tabii..,0.0
428,23 Kasım sabahına uyanmak üzere iken şehrimiz Düzce merkez üslü bir deprem meydana geldi. Deprem bize her defasında aynı şeyi anlatıyor: Sünnetullah  Bir bina dere yatağında ise onu über mühendislik yöntemleri ile dahi kurtaramıyorsunuz. İki kere iki dört eder. Bu çaba neden?,0.0
429,"Istanbulda deprem olsa da olmasa da Istanbul'un merkezi bosaltiliyor, göcler tasraya yani hep Kentten uzaklasiyorsunuz. Deprem sadece Dolar kazanan Azinliklarin Kentten atilmasini saglayacaktir. Merkez Istanbul depremsiz kendiliginden bosaldi zaten.",0.0
430,"Deprem konusunda en büyük ciddiyetsizliklerden biri de 5’in altındaki 3’lük 4’lük depremleri medyanın son dakika diye vermesi. Ayıp. 4’lük depremde de geçmiş olsun demezsin bi zahmet. Kaç kişinin kıçı sismograf da, hissetti de geçmiş olsun diyorsun. Konunun ciddiyeti tavsıyor.",0.0
431,"Çünkü  -her #deprem sonrası, bu deprem şu fayı tetikler.. -Bu fayın doğusu/batısı, kuzeyi/güneyinde deprem bekliyorum -Bu deprem Marmara depremini tetikler -Bu deprem şu faya sıçrarsa 6.8, 7.2 üretir gibi açıklamaların bilimsel bir altlığı ve bunları ispatlayacak formülleri yok.",0.0
432,Sinirlerim altüst oldu yazmam lazım konsantre olamıyorum deprem ve sonrası yasadığım şeyleri üzerimden atmaya çalışıyorum ve bunun için dokuz aydır ugrasıyorum amainsanların dilinin kemiği olmadığı için kimi nasıl üzerim diye düşünmeden konuşuyorlar o kadar cok sustuklarım varki,0.0
433,Rant uğruna bina yoğını yaptığınız şehre karşı kendinizi nasıl affettireceksiniz? Deprem toplanma alanlarını neden ranta açtınız akepe döneminde. 20 milyondan fazla insan deprem anında nerede toplanacak. 20 milyon insan aklın hayalin alıyor mu,0.0
434,"İSTANBULDA BÜYÜK DEPREM OLMAYACAK. SEN NE GÜZEL KONUŞUYORSUN. 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔#Erzurum #GüldürGüldürShow Soytarı""SüfyaniÇıktı BelaYağıyor"" Peygamber""Mansur Yavaş"" İçişleri Yanlış Mareşal Rakı İkizler Sokak""Pençe-Kilit Operasyonu""",0.0
435,Kadınlar sevişti diye deprem olmaz! Kadın mini giydi diye deprem olmaz! Kadın başını açtı diye deprem olmaz! Kadın çocuk aldırdı diye deprem olmaz! Kadın kahkaha attı diye deprem olmaz!  Kadını bahane edip deprem yaratan bir Tanrıyı reddediyorum.,0.0
436,#deprem Selçuk Tepeli Hadise Meteorolojik uyarı 👉Adam olacak çocuk ve haklı isyanı,0.0
437,1 milyon suriyeli geldi 700 bin çocuk yapmışlar. Bunlar 20 milyona ulaştıklarında yılda 10 milyona yakın çocuk yapacaklar demeki...  İlber ortaylı #faiz melih gökçek  #deprem fethiye'de #MuratYildirim  F-35 vurmayın öldüm bilal,0.0
438,HD'nin hazırladığı 2021 HAK İHLALLERİ RAPORU:  ▪️Cezaevlerinde 57 insan öldü  ▪️Kötü muamele ve işkenceye uğrayanların sayısı 1114  ▪️Şu an 326.243 tutuklu var. Kapasite 288.798  ▪️Tutukluların 12.995'i kadın. 2.447'si ÇOCUK  #deprem AdaletinKelepçesini Çözün #osmaniye,0.0
439,Bir var bir yok  Onlar öğrenci tam anlamı ile çalışmadı  Bir çalışma yaptırıyorum bir yok  Nedir bu ya çocuk oyuncağı yaptınız. Ummadığınız staj mağdurları ve ailleri sandıkta deprem etkisi yaratacak  Biz çocuk değiliz seçmeniz  Sigorta geçersiz olsa da oyumuz geçerli  #OyumStaja,0.0
440,"AKP'li Üsküdar Belediyesi'nin Küçüksu Mahallesi'nde 2 park alanını imara açtı. Deprem toplanma alanı da olan Sedirli Parkı, belediye tarafından ihale ile satıldı. Bir sitenin kamuya yeşil alan olarak terk ettiği çocuk parkı da konut imarına açıldı  #SonDakika",0.0
441,KIŞIN RENGARENK TUNİKLERLE  ENERJİK FORMUNU KORU  ❣️🌸  🌸1.Sınıf triko kumaştır  🌸 80 CM BOY  📍 STD BEDEN (38/44)  Ürünler sınırlı adettir 🛍🛍 sipariş için 👉👉Dm ye bekleriz 😊😊,0.0
442,"Tozkoparanda Skandal Bitmiyor #deprem olacak bahanesi ile  İnsanları zorla evlerinden atan Güngören belediyesi yardımcısı  @ucan_za   Bu çocuk daha 8 yaşında Bunun hesabını kim verecek Zulmü durduramıyorsanız, bari paylaşın Tozkoparan Bizimdir",0.0
443,HERKES KAÇTI O ARKADAŞINI BIRAKMADI  Tayvan’da meydana gelen 6.8’lik deprem sırasında bir okulda tüm sınıf kaçarken ayağı sakat arkadaşını kurtaran çocuk sosyal medyanın gündemine düştü.,0.0
444,"ğer bu asil ve gururlu Afganistan çocuğu, Nazici zihniyetin söylemi ile sarışın mavi gözlü bir çocuk olsaydı DEPREM konusunda baş yıldız yapılır,çarşaf çarşaf yardım geceleri düzenlerlerdi. Afganistan depremi ve yıkımını sadece Aydınlık yazdı. Tarihe not düşülsün.",0.0
445,"Başkalarının ayıpları ile meşgul olan, hayat boyu hep ayıp yapar..  #deprem Çocukla çocuk olmak...",0.0
446,Ağzına sağlık Enes Sokaklarda sürü halinde gezen başıboş köpek görmek istemiyoruz İki çocuk kuduz ölümü bekliyolar resmen O kadar çok istiyosanız alın evinize besleyin. Devlet yetkililerine sesleniyorum köpeklerden halkınızı koruyun artık #BaşıBoşKöpeklerToplansın #kuduz #deprem,0.0
447,17 Ağustos 1999 Depremini 03:02 de iliklerine kadar yaşayan bir çocuk olarak ömür boyu en ufak deprem de bile tedirginlik yaşıyoruz Ve deprem öldürmez çürük binalar öldürür  #deprem sesimi duyan var mı  #17AgustosDepremi  #17Agustos1999 #17Agustos #Sakarya #1999Depremi,0.0
448,"""Bir ülkeyi tanımak istiyorsanız, o ülkede “KADINLARIN ve HAYVANLARIN” nasıl öldüğüne bakın"". Albert Camus  #katliamadurde",0.0
449,📌Vatandaşlarımızın sağlık hakkı kutsaldır.   📌Bu hakkı savunacağız.   📌Geri adım atmak yok!  📌27 Kasım 2022 Pazar günü Ankara'dayız.,0.0
450,Kahramanlar sesleniyor Kahramanların evlatları sesleniyor Milletimiz sesleniyor Diyorlarki;Vatan Savunmasının sözleşmesi olmaz Vatan için can verenler mesleki endişe duyamaz Uzman Çavuşlara kadro verilsin,0.0
451,Kurtuluş Kuş Burak Bulut konserine o kadar çok ihtiyacım var ki..😔,0.0
452,Hiç bilmediğim bir hikayedeydim,0.0
453,bu ışıltılı hayatı biz seçtik:d,0.0
454,Bütün partilerin  Çırak ve Meslek Liselinin hakkına sahip çıkması gerekirken bu yaşta twitterda STAJ SSK BAŞLANGICI OLSUN DİYE  hak arıyoruz  Yeter artık Allah şahit mağduriyeti çözmeyene öteleyene ailecek  verecek oyumuz yok  #OyumStaja,0.0
455,Taze cerrahi asistanı olarak gecenin 3'ünden bildiriyorum; İLK TEK BAŞIMA TUTTUĞUM GECE NÖBETİME KOLİK BİR AT VE SEZARYEN GELDİ,0.0
456,"Haber doğru ise, Rus istihbaratı beni takip ediyor 🤭  Hep yazarım ya; Her eve bir kedi lazım 😊  ▪️Şaka bir yana, nedir bu? Neler oluyor?",0.0
457,cabaladikca batiyorum duzeltmeye çalıştıkça batiriyorum ne haliniz varsa görün,0.0
458,Yalanla dönen çarkların birinde yazıyo aşk,0.0
459,Büyük Türk Milletinin  büyük şehitleri…  Rahmet ve ışıklar içinde uyuyun. Uğruna şehit düştüğünüz bu vatana sahip çıkacağız.  Başımız sağolsun.   Pençe-Kilit’ten acı haber: Şehitlerimiz var,0.0
460,Onun en ufak bir cümlesi bir kelimesi içimi sıcacık yapmaya yetiyor hiç birinize ihtiyacım yokk,0.0
461,daha fazla hüzünlü bir şey duymak görmek bilmek istemiyorum kalbim yeteri kadar hüzünlü zaten,0.0
462,"Alt komşunun kızı öksürükten boğuluyor adam  yatağındankapıyı kapat diye eşine bağırıyor. Benim gidip ilgilenesim geldi, neyse siz uyuyun rahatça! El kadar bebenin ciğerini alırsınız yarın bir zahmet halının üstünden",0.0
463,"+ Durduk yere değil.  + Bu kaosu aylar öncesinden öngürdüm.  + Çocuklar, hayvanlar karşısında değersizleştirildikçe zararı hayvanlar görecek diye yazdım belirttim.  + Kıskançlık paradoksu bu. + Maalesef benzer görüntüler artabilir. Şahsen bahçemdeki köpeği evin içine aldım.",0.0
464,Gerçekten toplumdan toplanmanız gerektiğini düşünüyorum birçoğunuzun,0.0
465,"Alt komşunun kızı öksürükten boğuluyor adam  yatağındankapıyı kapat diye eşine bağırıyor. Benim gidip ilgilenesim geldi, neyse siz uyuyun rahatça! El kadar bebenin ciğerini alırsınız yarın bir zahmet halının üstünden",0.0
466,Uykusuz her gece.. yorgun ölesiyee,0.0
467,Eee chp iyi parti vs onca sene khk ve osuruktan suçlara boşuna sessiz kalmadı. Ya da koşa koşa Avrupada akpye boşuna mı kefil oldu. Adamlar uzun vadeli yatırım yaptı meyvesini alacaklar elbette.,0.0
468,Bütün bunlar yaşanırken yapılacak yorum bu mu? Tek bir can bile gidip kurtarana Allah razı olsun demek yerine bilip bilmeden oturduğun yerden hedef göstermek algı oyunu yapmak! Gazeteci olarak siz de gidip görüp yerinde haber yapsaydınız bir tane de can kurtarsaydınız anca laf,0.0
469,"Kendinden küçük bir çocuğu kafasına iskemle vurmak ile tehdit eden, buna engel olana hakaret eden vuran biri ister kadın olsun ister erkek. Kavgaya devam edemeyecek duruma getirmek zorundasınız. Aksi halde o zırdelinin ne yapacağını, hele amerikada, bilemezsiniz.",0.0
470,Staj mağdurlarını sayıca çok az bir kesim olduğunu sanıp yine çözümsüzlük yanlısı ve başka bir zaman bakarız düşüncesi var ise pişmanlık duyacaklarına emin olsunlar #OyumStaja,0.0
471,"Olsun be 2.ligde de 6-7 defa kongre yapılıp Niyazi Dedem başkan seçilir ,orda da kümede kalma savaşı veririz. Canın sağolsun  @kirmizikara",0.0
472,a ben bır sarılma temas bagımlısıyım ve yakın arkadaslarımın hıc bırı yanımda degıl ne olurdu kız bırınız yakınımda olsaydınız cıkıp geleydınız.. su an o kadar ıhtıyacım var kı sıze sarılmaya..,0.0
473,Tüm soysuzlara bir SOYLU yeter.  Ekrem paniklemiş. Türkiye Cumhuriyeti'nin  gelmiş geçmiş en çalışkan içişleri bakanı Süleyman Soylu'dur. Onun düşmanları'da bellidir.  Chp+ip+hdp+pkk+ feto= ABD.,0.0
474,"Emekli öğretmenim, okuyan,sorgulayan bir insanım. Ayın sonunu getiremiyorum. Bin tane oyun olsa ""lider"" dediğin adama bir tanesini vermem. Enflasyon %200 olmuş kurduğun cümleye bak.",0.0
475,"Bu Rüya gibi İtalyan Kasabası, Oraya Taşınmanız İçin Size devlet 30.000 Dolar Ödeyeceka",0.0
476,sevgilisi olmasına rağmen hayatıma almayı düşündüğüm insanlara benden daha samimi yaklaşıyo aşırı kıskanıyorum ve hiçbi şey diyemiyorum çünkü YAKIN ARKADAŞIM AMK,0.0
477,ceylo foto gösterdi biraz önce gerçekten vermişsin,0.0
478,Bir gün  Yaşayan hiç kimsenin  Anısı olmayacağız.  Yine de  Sonsuzluk bizmişiz gibi  Yaşayacağız dünyayı.  Unutmak ey  Tanrının anlaşılmaz bağışı  Sensin hepimizin büyük hayatı.,0.0
479,"Bizim bir olma, birlikte hareket etme, birlikte güçlü olma ve bu 2023 zaferini Allah'ın izniyle sayın Cumhurbaşkanımız Recep Tayyip Erdoğan  liderliğinde birlikte kutlama gibi hedefimiz, ilk günkü gibi heyecanımız var.  İstanbul sen ne güzelsin 🇹🇷",0.0
480,"Başa gelemeyeceğini bildiği için bol keseden sallamak güzel olur.  Ben de başa gelirsem asgari ücreti en az 100.000₺yapacağım.Biraz gerçekçi ve çözüm odaklı vaatler vermek lazım. Çözüm işçinin maaşını arttırmak değil, aldığı maaş ile geçimini sağlayabileceği enflasyonu yaratmak.",0.0
481,gelir gelir seni utanırım misin herhangi #çerkezköy   ümit degildir beni senden yeterli kalmakbeni edecektin koydugumu onu,0.0
482,Muazzam bir hevesizliğin tam ortasındayım .,0.0
483,"Keza Sinan Hoca da primat derken,insan olarak muhatab dahi almamıştır.Satır aralarını okuma gayretinizde başarılar.",0.0
484,"Daha ne kadar sürecek iğrençlikleriniz Daha ne kadar çekeceğiz sizden? Daha ne kadar Allah'a ölmeniz için el açacağız? Daha ne kadar susacağız? Daha ne kadar suçlanacağız siz tarafından? Daha ne kadar namusumuza, anamıza, atamıza küfredeceksiniz? Bizler sizi var etmeseydik keşke",0.0
485,"Şimdi taşlar oturdu Pereira ordan Crespo ruhuyla oynayan Kim kalitesinde bonservisi düşük oyuncu çıkarıcak , dedem engin bağlarıyla ordan topçuları bize getirecek bizden Avrupa'ya geçmek için oyuncu gelicek arada hem güzel para kazancaz hem de kadro kalitemiz yüksek olucak",0.0
486,ailesinin bile sevmediği insanları baş tacı yaptık ondan bu kaybedişlerimiz..,0.0
487,Bir yerlerden ses duyulur Gören yok duyan yok Sanki gök gürlemiş yüreğimde Tam on ikiden vurmuş ok Sussam çare değil  Konuşsam fayda etmez Gel dinlen biraz Bu gönül telaşı bitmez ESKİCİ ...,0.0
488,"Bana üye ayrımcılığı yapmıyorum demesin kimse bal gibi yapıyorsunuz ve hatta bazen bende yapıyorum fark etmeden. Bu konuda kendimizi geliştirmeliyiz dostlar, onlar sadece bir boy band değil, her üye aynı zamanda birer sanatçı ve onların sanatına burun kıvırmak yakışı kalmaz.",0.0
489,"Bi kere bana sen rahat ol ben halleşeceğim denmedi, Ben ne varsa kendim hallettim. Bu dünyadan çok yorgun ayrılacağım.",0.0
490,Yani oradalar bir süredir. Bir anda kısa süre içerisinde toplatılmaları ortaya bir gap çıkaracaktır. Bu sefer de o gapi farklı bir predator canlı alacaktır. Bu olayın düzgünce hallolması gerekiyor ise EKOLOGLARLA çalışılmak zorunda,0.0
491,Şimdide yeni hastalık çıkardılar Lassa 😀  D.S.Ö terör örgütünün elemanı sıvıcı Uğur yarın öbürgün konuşmaya başlar aşılanın diye kapanma şart MASKE mesefa v.s yok abi bu halk artık ayaklanmalı bu küreselcilerin sonları gelmeli.,0.0
492,ALLAH IÇIN KALBI GÖNLÜ TEMIZ DÜRÜST OLAN INSANLARA SELAM OLSUN,0.0
493,Ulaşılmaz olan herşey daha fazla zevk veriyor,0.0
494,"İlla konya barınağı olmasına gerek yok. Herkes kendi ilindekine gitse, oradakine elini uzatsa, inanın bu düzen çok daha fazla değişir. Lütfen elinizin yettiğine değin.",0.0
495,karnımdaki çocuk senin dese eline bile dokunmadığım halde inanacak kadar çok seviyorum onu diyen girdapın ağzından okuyacağımız bir bölüm geliyor ağzımıza sıçılacak,0.0
496,"Biz bugün gittik, numaramızı verdik, çarşamba günü yerel hayvan koruma görevlisi oluyoruz. Her hafta en az 2-3 kez gideceğiz. Hastaların takibini yapacağız. Hayvanların mamaları, suları, durumları nasıl ona bakacağız. Siz de yapın.",0.0
497,Bırak herkes hak ettiğini yaşasın bırak kendini vazgeçilmez sananları bırak ki herkes ne kaybettiğini de neyi mahvettiğini de anlasın,0.0
498,Kendi imkanlarıyla ailesine bakan gencecik bi çocuk yasamayı öyle hak ediyorsun ki umarım sağsalim çıkarsın yoksa iyi olamayacağım,0.0
